image_name,fused_text
287.jpeg,"- OCR_TEXT: ""TUM MAKEUP KARTI HO KYA? NAI BILKUL NAI TOH KIYA KARO SHAYAD ACCHI LAGO""
- IMAGE_DESCRIPTION: ""Three images from a Bollywood movie, featuring a man and a woman. The man is pointing at the woman, and the woman is smiling. The text in the image is in Hindi and translates to 'Why do you apply makeup? I don't need it, I'm already beautiful.'""
- TARGET_GROUP: ""Adults""
- INTENT: Neutral
- EXPLANATION: The image is a meme from a Bollywood movie, and the text is in Hindi, which is a language spoken in India. The intent of the meme is to make light of the idea of applying makeup, and the target group is adults."
100.jpg,"- OCR_TEXT: Pooja Bhi Karta Hun.. Paath Bhi Karta Hun.. Bhagwan Na Ban Jaun... Isliye Paap Bhi Karta Hun..
- IMAGE_DESCRIPTION: The image contains a collage of four different scenes, each featuring characters in traditional Indian attire and headgear.
- TARGET_GROUP: The image is not suitable for children due to the presence of characters in traditional Indian attire and headgear.
- INTENT: Offensive
- EXPLANATION: The image contains characters in traditional Indian attire and headgear, which may be considered offensive to some viewers."
86.jpg,"- OCR_TEXT: Ladki online dikh rahi hai? Ha haa..message kar diya Nahi karna tha! Ab wo khud ko heroin samjhegi
- IMAGE_DESCRIPTION: The image is a meme featuring a scene from a Bollywood movie. The characters are dressed in traditional Indian attire and are in a train or airplane setting.
- TARGET_GROUP: The image is suitable for all age groups.
- INTENT: Neutral
- EXPLANATION: The image is a humorous meme that plays on the stereotype of Indian men being unable to understand modern technology."
325.jpg,"OCR_TEXT: आपको और आपके परिवार को प्राइड माह की हार्दिक शुभकामनाएं आशा करता हूं की इस माह में आपके घर से एक गै और एक लेस्बियन निकले।

IMAGE_DESCRIPTION: The image features a pattern of basketballs in orange and white colors, with a black border. The text is in Hindi and reads: ""I hope you and your family have a happy Pride Month. I wish you a good time and a good time with a lesbian.""

TARGET_GROUP: The image is likely intended for a general audience, including those who are interested in sports and culture. The text is in a language that is not English, so it may be targeted towards a specific audience.

INTENT: Neutral

EXPLANATION: The image is a simple, positive message wishing people a happy Pride Month and a good time with a lesbian. It does not contain any hateful or offensive content"
460.jpeg,"- OCR_TEXT: hello bacho
- IMAGE_DESCRIPTION: A meme featuring a smartphone with a physics app open, a muscular man, and a text that reads ""hello bacho.""
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a neutral intent, humorously depicting a man with a beard and muscular build posing next to a smartphone with a physics app open."
627.jpeg,"- OCR_TEXT: आप तो गणित पढ़ा दीजिए, इतिहास, भाषा, संस्कार तो में वादस्पत्य पर सीख रहा हुन
- IMAGE_DESCRIPTION: A cartoon depicts two men sitting at a desk with a sign that reads ""Koching Sansthan"". One man is speaking to the other, who is holding a tablet.
- TARGET_GROUP: The image is not suitable for children due to the presence of adult language and content.
- INTENT: Offensive
- EXPLANATION: The cartoon contains adult language and content, which is inappropriate for children."
453.jpg,"- OCR_TEXT: WHAT IF TERI MAA KI CHUT IS NOT JUST A GALI BUT A FUTURISTIC QUOTE TO DEGRADE LGBTQ COMMUNITY
- IMAGE_DESCRIPTION: The image shows a person with their hands on their head, possibly in distress or frustration. The text overlay on the image suggests a negative sentiment towards a quote or phrase.
- TARGET_GROUP: The image is likely intended for a specific audience, such as a group that values diversity and inclusion, and the text suggests a negative message.
- INTENT: The intent of the image is to provoke a reaction or discussion about the quote or phrase, potentially to promote a negative perspective on the LGBTQ community.
- EXPLANATION: The image and text suggest a negative intent, as the text implies that the quote is a derogatory or harmful statement towards the LGBTQ community."
657.jpg,"OCR_TEXT: टीचर- बेटा अगर सच्चे दिल से प्रार्थना की जाए तो वो सफल जरूर होती है. छात्र- रहने दीजिए सर, अगर ऐसा होता तो आज आप मेरे सर नहीं करें.

IMAGE_DESCRIPTION: The image contains text in Hindi and a cartoon character with a big smile and a tongue sticking out. The text appears to be a humorous or sarcastic statement.

TARGET_GROUP: The image is likely intended for a general audience, including those who enjoy humor and satire.

INTENT: The intent of the image is to be humorous and satirical, possibly targeting a group that enjoys such content.

EXPLANATION: The image is a mix of text and a cartoon character, which suggests it is a humorous or satirical piece. The text is in Hindi and appears to be a statement or a joke, while the cartoon character adds a playful and exaggerated element"
393.jpeg,"- OCR_TEXT: ""Modu 😭😭😭, tum in dono ki ladai me mat jana modu, ye dono badmos hai""
- IMAGE_DESCRIPTION: ""A woman with long blonde hair is holding a phone to her ear, appearing to be in distress or concern.""
- TARGET_GROUP: ""Adults""
- INTENT: ""Neutral""
- EXPLANATION: The image depicts a woman in distress while holding a phone to her ear, which could be interpreted as a humorous or satirical representation of a situation."
223.jpeg,"- OCR_TEXT: Mai bhi aesi batein krta tha phir kisi ne mujhe goli maar di
- IMAGE_DESCRIPTION: A black and white photograph of Mahatma Gandhi with a quote in the background.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image contains a quote by Mahatma Gandhi, which is a neutral statement."
506.jpg,"- OCR_TEXT: ""Abki baar, modi sar car""
- IMAGE_DESCRIPTION: ""A meme featuring a caricature of a person's head with wheels instead of hair, with text above and below the image.""
- TARGET_GROUP: ""neutral""
- INTENT: ""neutral""
- EXPLANATION: The image is a humorous meme that plays on the idea of a person's head being replaced with wheels, which is a common visual pun in memes."
14.jpg,"- OCR_TEXT: usne tume chakka qu bola
- IMAGE_DESCRIPTION: A scene from a movie or TV show, featuring two individuals in school uniforms talking on a busy street.
- TARGET_GROUP: Teenagers
- INTENT: Neutral
- EXPLANATION: The image is a meme, and the text is a part of the meme's caption."
574.jpeg,"- OCR_TEXT: Jeene ke hain Chaar Din, Baki Sab Lockdown me gin
- IMAGE_DESCRIPTION: The image contains a meme featuring a person in a blue shirt and a person in a blue dress, with text in Hindi. The bottom part of the image shows a person in a white shirt with a beard, and text in English.
- TARGET_GROUP: The image is not suitable for children due to the presence of adult content.
- INTENT: Offensive
- EXPLANATION: The image contains adult content, which is not appropriate for children."
98.jpg,"- OCR_TEXT: lux
- IMAGE_DESCRIPTION: A billboard with a man's face and text in a foreign language, possibly Hindi, is displayed in a polluted area with litter.
- TARGET_GROUP: The billboard is likely targeted at a specific audience, possibly young adults or teenagers, who may be interested in fashion or beauty products.
- INTENT: Neutral
- EXPLANATION: The billboard is a commercial advertisement for a luxury brand, and the image of the man is likely intended to attract attention and promote the product."
63.jpeg,"- OCR_TEXT: ISS LAASH KI EK KIDNEY GAYAB HAI, DAYA ..! ISKA MATLAB SIR ? ISKA MATLAB LAASH IPHONE KHARIDNE WALI THI.
- IMAGE_DESCRIPTION: The image contains a collage of memes featuring a man with a mustache, likely from a TV show or movie. The text is in Hindi and appears to be a mix of dialogue and humor.
- TARGET_GROUP: The image is likely intended for a general audience, including those who enjoy humor and memes.
- INTENT: The intent of the image is to entertain and amuse, with a focus on humor and satire.
- EXPLANATION: The image is a mix of humor and satire, with the text in Hindi and the visual elements of a TV show or movie. The humor is likely intended to be light-hearted and entertaining, with a focus on the interaction between the characters and the humor of the situation."
717.jpeg,"- OCR_TEXT: Please bhai... bahut der se chup baitha hu ab toh naam mita de blackboard se
- IMAGE_DESCRIPTION: A close-up of a man's face with text overlaid on it.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image contains text overlaid on a photograph of a man's face, which is a common practice in memes. The text is not intended to be harmful or offensive, and the image itself is not intended to be used in a harmful way."
552.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
21.jpeg,"- OCR_TEXT: Bhai Tu Multani maati laga Ekdum gora ho jayega
- IMAGE_DESCRIPTION: Two men in suits are standing together, with text above them in a different language.
- TARGET_GROUP: The image does not contain any explicit content that would require content moderation.
- INTENT: Neutral
- EXPLANATION: The image is a photograph of two men in suits, and the text above them is in a different language. There is no indication of any harmful or offensive content."
620.jpeg,"- OCR_TEXT: Alia T-alia D-alia Nah-alia
- IMAGE_DESCRIPTION: The image contains four different pictures of a person with the text ""Alia"" and ""T-alia"" written next to them. There are also pictures of food and a person washing their hands.
- TARGET_GROUP: The image is not suitable for children due to the use of offensive language.
- INTENT: Hateful
- EXPLANATION: The image contains offensive language and is not appropriate for children."
429.jpg,"- OCR_TEXT: See we have third gender god in our culture and we worship hijras What's this Pride month? I don't want to work with hijras. Don't recruit openly LGBTQ person.
- IMAGE_DESCRIPTION: The image shows a meme with a man in an orange jacket, with text in the top and bottom sections.
- TARGET_GROUP: The image is not targeted towards any specific group, but it contains offensive language and promotes discrimination against the LGBTQ+ community.
- INTENT: The intent of the image is to be offensive and promote hate towards the LGBTQ+ community.
- EXPLANATION: The image is a meme that promotes hate and discrimination against the LGBTQ+ community. It is not appropriate for any platform or context."
53.jpeg,"OCR_TEXT: tu..haan tu...bsdk vhi aake marunga
IMAGE_DESCRIPTION: The image shows a black and white photograph of a man standing in front of a large crowd, gesturing with his right hand.
TARGET_GROUP: The image is likely intended for a general audience, as it does not contain any explicit or offensive content.
INTENT: Neutral
EXPLANATION: The image is a photograph of a historical figure, likely Mahatma Gandhi, and is intended for educational or historical purposes."
641.jpeg,"- OCR_TEXT: Gareeb samja hai kya, har mahine Ambani ko Rs.300 deta hu..
- IMAGE_DESCRIPTION: The image shows a man in a blue shirt with a rope draped over his shoulder.
- TARGET_GROUP: The image is not suitable for any target group.
- INTENT: Neutral
- EXPLANATION: The image is a meme with a text overlay that is not related to the content of the image."
407.jpeg,"Celebrities During IPL Ad Break
Gutkha lelo, cold drinks lelo, Engine Oil lelo."
311.jpg,"- OCR_TEXT: ""bts or mere dosto ki beard nahi thi isliye unko chakka bolta tha""
- IMAGE_DESCRIPTION: ""A man with a beard is laughing.""
- TARGET_GROUP: None
- INTENT: Neutral
- EXPLANATION: The image shows a man laughing, which is a neutral and harmless action."
303.jpeg,"- OCR_TEXT: ""BOSS, Lagta hai Darwajeka taala chabi se khola gaya hai ! Iska matlab samjhe Daya?""
- IMAGE_DESCRIPTION: ""A collage of four images featuring a man with a mustache, one of which has text in Hindi and another with a quote in English.""
- TARGET_GROUP: ""Adults""
- INTENT: ""Neutral""
- EXPLANATION: The collage is a humorous mix of images and text, likely intended for entertainment and light-hearted amusement."
335.jpg,"- OCR_TEXT: महिलायें कृष्या शान्त रहें
- IMAGE_DESCRIPTION: A sign in a language that appears to be Hindi, with the text ""Mahilaayen Kryya Shanth Raha"" and a logo of a woman.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The sign appears to be a motivational or inspirational message in Hindi, encouraging women to be peaceful and content."
108.jpg,DIL churate Pakdi gyi
134.jpg,"- OCR_TEXT: LODU
- IMAGE_DESCRIPTION: An animated scene with a man and a child, with text in both English and a non-Latin script.
- TARGET_GROUP: Children
- INTENT: Offensive
- EXPLANATION: The image contains offensive content, specifically the use of the term ""LODU"" in a way that could be considered derogatory or hurtful to some individuals."
113.jpeg,"- OCR_TEXT: I love you, Me, Lesbian ho, Lesbian bole to? MHL, Sifur ladkiya se, bhi bhi, Apun bh, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j, Lesbian j"
558.jpeg,"- OCR_TEXT: ""What is this? Halvai - This is dahi. What is Dahi? Halvai - Milk sleep at night and morning become tight 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
203.jpg,"- OCR_TEXT: ""116 likes mahatoprachi 'Self love'... ab ese kya bologe 'lesbian ya gay ya chakka'... Koi ni 'Selfbian' bol dena... kyu ki ye ab se 'on' rahne wala h... selfbeing myselffirst #loveurselfguys #""
- IMAGE_DESCRIPTION: A man standing in front of a pharmacy with a blue jacket and blue shirt.
- TARGET_GROUP: The image does not contain any explicit content that would require content moderation.
- INTENT: Neutral
- EXPLANATION: The image is a casual and humorous post about self-love and self-acceptance, which does not contain any content that would require moderation."
338.jpg,"- OCR_TEXT: Lesbian hogi tu apne ghar me chal salwar utar
- IMAGE_DESCRIPTION: A person dressed in a red costume with large ears, holding a shotgun, standing in a dark room with a sign in the background.
- TARGET_GROUP: Offensive
- INTENT: Hateful
- EXPLANATION: The image contains offensive language and a derogatory term, which is inappropriate and should be removed."
124.jpeg,"- OCR_TEXT: ""पत्रकार है। कैन सी पार्टी के ?""
- IMAGE_DESCRIPTION: A cartoon depicts a journalist and a police officer in front of a police barricade. The journalist is holding a microphone and appears to be asking a question.
- TARGET_GROUP: The image is not targeted towards any specific group.
- INTENT: The intent of the image is to be humorous and satirical, highlighting the contrast between the journalist's professional role and the police officer's authority.
- EXPLANATION: The image is a cartoon that humorously contrasts the roles of a journalist and a police officer, highlighting the difference in their responsibilities and authority."
785.jpg,"- OCR_TEXT: ""JO SOYA WO HIJDA""
- IMAGE_DESCRIPTION: The image shows a smartphone with a screen displaying the text ""JO SOYA WO HIJDA.""
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The text on the screen is in Arabic and does not contain any harmful or offensive content."
114.jpg,"- OCR_TEXT: Bhai ye rappers ek dusre ki gand kyu marna chahte hai? Gay hai kya?
- IMAGE_DESCRIPTION: A man with a red turban and a long beard is standing in front of a decorated scene, possibly a temple or festival.
- TARGET_GROUP: The image does not contain any explicit content that would require content moderation.
- INTENT: Neutral
- EXPLANATION: The image is a simple photograph of a person in a turban and beard, with text overlay. There is no indication of any harmful or offensive content."
426.jpeg,"- OCR_TEXT: KARAN + ALIA = KALIA
- IMAGE_DESCRIPTION: A person wearing a green dress with a blue background.
- TARGET_GROUP: None
- INTENT: Neutral
- EXPLANATION: The image is a casual photo of a person in a green dress, with a humorous caption."
560.jpg,"- OCR_TEXT: BHAI IF A GAY GETS INTO A RELATIONSHIP WITH A GIRL WHO RECOGNISES ""HERSELF"" AS A BOY, WOULD THAT BE CONSIDERED STRAIGHT OR LGTV?
- IMAGE_DESCRIPTION: A meme with a man with a religious mark on his forehead, asking if a gay person who identifies as a boy would be considered straight or LGBTQ+.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image is a meme with a question about the categorization of a gay person who identifies as a boy."
444.jpeg,"- OCR_TEXT: ""Hello, Michael Jackson Speaking...""
- IMAGE_DESCRIPTION: ""A black and white photo of Michael Jackson talking on a phone, with a text overlay that says, 'Hello, Michael Jackson Speaking.' Below the photo, there is a picture of Yogi Adityanath, a Hindu nationalist politician, talking on a phone.""
- TARGET_GROUP: ""neutral""
- INTENT: ""neutral""
- EXPLANATION: The image is a humorous meme comparing the style of Michael Jackson's phone calls to Yogi Adityanath's phone calls, which is a light-hearted and humorous comparison."
539.jpg,"- OCR_TEXT: My Lord, Har Teacher Ko Aisa Kyu Lagta hai Ki Uske Subject Ke Alawa To Aur Koi Subject Hi Nahi Hai Hamare Paas Padne Ko
- IMAGE_DESCRIPTION: The image contains a meme with a man in a courtroom setting, shouting and gesturing. The text is in Hindi and appears to be a humorous or sarcastic statement.
- TARGET_GROUP: The image is likely intended for a general audience, including those who enjoy humor and memes.
- INTENT: The intent of the image is to be humorous and entertaining, rather than hateful or offensive.
- EXPLANATION: The image is a meme that is likely intended to be funny and light-hearted, rather than offensive or harmful."
782.jpeg,"- OCR_TEXT: GANDHI FIRST BLOOD
- IMAGE_DESCRIPTION: A poster featuring a man with a bald head and glasses, holding a gun and a helicopter in the background.
- TARGET_GROUP: Adults
- INTENT: Offensive
- EXPLANATION: The poster depicts a man holding a gun and a helicopter, which is a violent and aggressive image."
792.jpg,"- OCR_TEXT: ""As soon as June starts, whole LGTV gang on Twitter be like Yahi hagenge hum""
- IMAGE_DESCRIPTION: ""A meme featuring two men with rainbow-colored hair, one of whom is holding a rainbow flag. The text on the image reads, 'As soon as June starts, whole LGTV gang on Twitter be like Yahi hagenge hum.'""
- TARGET_GROUP: None
- INTENT: Neutral
- EXPLANATION: The image is a meme with no explicit content that could be considered hateful or offensive."
297.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (neutral)
- EXPLANATION"
304.jpg,"- OCR_TEXT: I WILL EAT YOUR HAPPINESS.. ugh BHUKHA MAR JAAYEGA BC..
- IMAGE_DESCRIPTION: A meme featuring a ghostly figure and a man sitting on a bench, with text that reads ""I WILL EAT YOUR HAPPINESS.. ugh BHUKHA MAR JAAYEGA BC.."" and a cloud with the text ""UGH"".
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a humorous tone, featuring a ghostly figure and a man, and the text is meant to be taken as a light-hearted joke."
221.jpeg,"- OCR_TEXT: Motor band kardo paani bhar gaya
- IMAGE_DESCRIPTION: A man in a red and black sports kit is clapping his hands.
- TARGET_GROUP: 18+ (adults)
- INTENT: Hateful
- EXPLANATION: The text ""Motor band kardo paani bhar gaya"" is a derogatory and offensive phrase that is not appropriate for a public platform."
415.jpeg,"- OCR_TEXT: ग्राहक- ये फॉर्म जमा करना है.. कहाँ करू..? SBI वाले..!
- IMAGE_DESCRIPTION: Four men in a group, pointing towards something in the distance.
- TARGET_GROUP: No specific target group.
- INTENT: Neutral
- EXPLANATION: The image contains a text in Hindi and a photograph of four men pointing towards something, which appears to be a humorous or lighthearted scene."
422.jpg,Babumoshai zindagi honi hi nhi chahiye
561.jpeg,"- OCR_TEXT: automatically
- IMAGE_DESCRIPTION: A meme with a yellow auto rickshaw and a man in a hospital bed.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a humorous and light-hearted tone, depicting a man in a hospital bed with a yellow auto rickshaw in the background."
196.jpg,"- OCR_TEXT: HIJRAS BE LIKE PESA HAI?
- IMAGE_DESCRIPTION: The image shows a group of people posing for a photo. One person is wearing an orange sari and a colorful necklace, while the others are dressed in traditional Indian attire. The text ""HIJRAS BE LIKE PESA HAI?"" is overlaid on the image.
- TARGET_GROUP: The image is likely intended for a general audience, including people who are interested in culture, fashion, and lifestyle.
- INTENT: The intent of the image is to showcase the cultural attire of the people in the image and to possibly promote a particular cultural or fashion trend.
- EXPLANATION: The image is a creative representation of a group of people posing for a photo, with one person wearing an orange sari and a colorful necklace. The text ""HIJRAS BE LIKE PESA HAI?"" is overlaid on the image, which is likely a meme or a humorous statement."
538.jpeg,"- OCR_TEXT: Chehre pe hasi aur aankhon me Gum hai, kya Aapko bhi lagta hai 2GB ek din ke liye kam hai?
- IMAGE_DESCRIPTION: The image is a meme featuring a scene from the movie ""Dilwale Dulhania Le Jayenge"" where Amitabh Bachchan is seen in two different expressions.
- TARGET_GROUP: The image is suitable for all age groups.
- INTENT: Neutral
- EXPLANATION: The image is a humorous meme that plays on the character's dialogue from the movie, using a modern context to make a light-hearted joke."
698.jpeg,"- OCR_TEXT: Pehle mai bohot bidi peeta tha Phir ekdin mausi ne kaha Ramdev baba ka yoga class join krlo Aap yakin nhi krenge Aab mai pao se v bidi pee skta hu
- IMAGE_DESCRIPTION: The image shows a person in a blue shirt, sitting on a couch and speaking to the camera. The text appears to be a humorous or sarcastic statement.
- TARGET_GROUP: Neutral
- INTENT: Humorous
- EXPLANATION: The image is a humorous meme that plays on the idea of a person joining a yoga class to relieve stress, but instead ends up joining a class with Ramdev Baba. The text is intended to be funny and light-hearted."
158.jpg,"- OCR_TEXT: Kabootar ja ja ja
- IMAGE_DESCRIPTION: A woman holding a white bird with text in the image.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image is a meme with a neutral intent, featuring a woman holding a white bird."
270.jpg,"- OCR_TEXT: ""Savage Level: Hanuman Ji 😂🔥 Tumhe Pata Hai Yahan Chori Ki Saza Kya Hai ? Mujhe Laga Jis Desh Ka Raja Hi Chor Ho, Wahah toh Chori Karne Par Purashkar Milta Hoga""
- IMAGE_DESCRIPTION: A meme featuring a character from the Ramayana, with text in Hindi and English.
- TARGET_GROUP: The image is likely intended for a general audience, so there is no specific target group.
- INTENT: The intent of the image is to be humorous and entertaining, with a focus on the character Hanuman from the Ramayana.
- EXPLANATION: The image is a meme that plays on the character Hanuman from the Ramayana, using the phrase ""Savage Level"" and humorously asking the viewer to guess what the character is doing."
768.jpg,"OCR_TEXT: When the topic of discussion is समाज मे बढ़ती हुई एलजीबीटीक्यू की बीमारी
IMAGE_DESCRIPTION: Two men sitting on a street, one in an orange turban and another in a white turban, with a bicycle in the foreground. The text on the image translates to ""When the topic of discussion is the spread of Al Jazeera's brand.""
TARGET_GROUP: Neutral
EXPLANATION: The image depicts a scene on a street with two men sitting on a curb, and the text is a humorous comment about the Al Jazeera brand. There is no indication of any hateful or offensive content in the image."
40.jpg,"OCR_TEXT: Brain cells : crush aa rhi, act normal
Crush : Nice weather
Me : thank you
brain cells : Waah chutiye
IMAGE_DESCRIPTION: The image shows a meme with a man making a gesture and the text ""Waah chutiye"" below him.
TARGET_GROUP: The image is not suitable for any target group.
INTENT: Neutral
EXPLANATION: The image is a meme with a humorous tone and does not contain any hateful or offensive content."
605.jpeg,"- OCR_TEXT: ""Me : Flyover ke upar se lu ya niche se GOOGLE MAPS : APNE KO KYA MALUM BHAI?""
- IMAGE_DESCRIPTION: A man in a shirt and necklace is talking on a phone, with a Google Maps logo and text in the background.
- TARGET_GROUP: Social media
- INTENT: Neutral
- EXPLANATION: The image is a meme that plays on the confusion of a person trying to find their way using a map application."
137.jpeg,"- OCR_TEXT: ""ASSIGNMENT KYU NAI KIA..? SORRY SIR BHOOOL GAYA PICTURE ME HEROINEKI CHUMMI LENA TOH KABHI NAI BHOOOLE""
- IMAGE_DESCRIPTION: ""Three scenes from a movie, with a man in a classroom asking a question, another man in a yellow shirt apologizing, and a third man in a classroom asking a question about a picture of a woman.""
- TARGET_GROUP: ""Children""
- INTENT: ""Neutral""
- EXPLANATION: The image is a meme that humorously depicts a classroom scene, with the text providing a light-hearted response to the question asked by the teacher."
548.jpeg,"- OCR_TEXT: घोडा उड़
- IMAGE_DESCRIPTION: The image shows a horse in mid-air, seemingly levitating above a parking lot.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a humorous depiction of a horse levitating in the air, which is a playful and lighthearted representation of the animal's natural ability to leap."
128.jpg,"OCR_TEXT: Yr itne time baad to ek ladka mila tha vo bhi gay nikala
IMAGE_DESCRIPTION: A tweet with a crying emoji and text in a language that appears to be Hindi.
TARGET_GROUP: The tweet is likely targeted towards a specific audience, possibly those who are sensitive to certain topics.
INTENT: Offensive
EXPLANATION: The tweet contains a derogatory and offensive phrase, which is likely intended to be hurtful or disrespectful."
600.jpeg,"- OCR_TEXT: ""Expectations REALITY""
- IMAGE_DESCRIPTION: ""A meme comparing the expectations of women during Holi festival to their reality.""
- TARGET_GROUP: ""Adults""
- INTENT: Neutral
- EXPLANATION: The image is a humorous take on the exaggerated expectations women may have during the Holi festival, which is a colorful celebration in India."
685.jpeg,"- OCR_TEXT: I WILL DESTROY EARTH.. ZARA FIR SE BOLNA...? SORRY PRABHU.. GALTI HO GAYA HUMSE...
- IMAGE_DESCRIPTION: The image is a meme featuring characters from different movies and shows.
- TARGET_GROUP: The image is not targeted towards any specific group.
- INTENT: The intent of the image is to be humorous and satirical, as it humorously depicts a scene from a movie and a different scene from a different movie.
- EXPLANATION: The image is a meme that combines elements from different movies and shows, creating a humorous and satirical effect."
145.jpg,"- OCR_TEXT: 2024 me Gay ko Gay bol diya
- IMAGE_DESCRIPTION: A meme featuring a large, muscular character resembling Thanos from the Marvel Cinematic Universe, being escorted by two police officers. The text ""2024 me Gay ko Gay bol diya"" is superimposed on the image.
- TARGET_GROUP: The image is likely intended for a humorous or satirical purpose, and the characters and setting are not appropriate for a neutral or hateful intent.
- EXPLANATION: The image is a meme that humorously depicts a scene from the Marvel Cinematic Universe, with a character resembling Thanos being escorted by police officers. The text ""2024 me Gay ko Gay bol diya"" is superimposed on the image, which is likely intended for a humorous or satirical purpose."
798.jpg,"- OCR_TEXT: Thane is called the gay capital of India for a reason
- IMAGE_DESCRIPTION: A colorful, rainbow-colored structure with a sign that reads ""Thane is called the gay capital of India for a reason.""
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a humorous and lighthearted depiction of a colorful structure in Thane, India, which is often associated with the gay community."
3.jpg,"- OCR_TEXT: Raj Pigi, Entertainment ke liye kya karte Ho? Sir TikTok pe video banata hun, Mere Students ko Chakka banayaga.
- IMAGE_DESCRIPTION: The image contains text in a language that appears to be Hindi, with a humorous tone. The text is written in a way that suggests a conversation or a joke.
- TARGET_GROUP: The text is not targeted towards any specific group, but it may be intended for a general audience.
- INTENT: The intent of the text is to be humorous and light-hearted, and it does not contain any hateful or offensive content.
- EXPLANATION: The text is a humorous joke that plays on the idea of TikTok users creating videos and sharing them with their students. The humor is intended to be light-hearted and not intended to be offensive or hateful."
521.jpg,"- OCR_TEXT: ""Lesbians defence services 🏆💪😊 Request Template""
- IMAGE_DESCRIPTION: ""A group of men in a gym, one of whom is sitting on a bench with his legs crossed, with text overlay saying 'Ab dekhte hai kon Lesbian's ko pareshan karta hai 😠'""
- TARGET_GROUP: ""Adults""
- INTENT: Hateful
- EXPLANATION: The image contains a derogatory and offensive message about lesbians, which is inappropriate and should be removed."
636.jpg,"- OCR_TEXT: When my friend farts continuously in classroom Me: Ek kaam kr...idhar hi hog de
- IMAGE_DESCRIPTION: A man standing on a stage with a microphone, speaking into it.
- TARGET_GROUP: The image is suitable for all target groups.
- INTENT: Neutral
- EXPLANATION: The image is a humorous meme about a friend farting in a classroom, which is a light-hearted and non-offensive content."
39.jpeg,"- OCR_TEXT: Me kyu Volume kam karke Videos dekhu Main toh Papa hun.
- IMAGE_DESCRIPTION: A man with a mustache is looking concerned, with text overlaid in yellow.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image contains text overlaid on a photo of a man, which is a common practice in memes."
